CST,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1996-12-19,15,6,-4,5,-1,-9,83,68,60,30.16,30.14,30.13,15,9,1,14,9,NA,0,0,,326,12,19,1996,12-19,4,50,1996-12-19,Chicago,-9.44444444444446,-14.4444444444445,-20,-15,-18.3333333333333,-22.7777777777778
1996-12-20,41,28,15,30,20,9,81,66,54,29.88,29.74,29.59,15,9,1,24,13,NA,0,4,,194,12,20,1996,12-20,5,50,1996-12-20,Chicago,5,-2.22222222222223,-9.44444444444446,-1.11111111111109,-6.66666666666669,-12.7777777777778
1996-12-21,34,26,15,32,20,9,92,78,67,29.85,29.76,29.68,15,14,12,17,10,NA,0,7,,26,12,21,1996,12-21,6,50,1996-12-21,Chicago,1.11111111111109,-3.33333333333331,-9.44444444444446,0,-6.66666666666669,-12.7777777777778
1996-12-22,10,9,8,4,2,0,73,70,67,29.99,29.95,29.91,15,3,1,15,12,NA,0,8,Snow,6,12,22,1996,12-22,7,51,1996-12-22,Chicago,-12.2222222222222,-12.7777777777778,-13.3333333333333,-15.5555555555555,-16.6666666666667,-17.7777777777778
1996-12-23,30,16,1,-4,-6,-10,66,59,22,30.16,30.09,30.05,15,10,1,29,20,NA,0,4,,332,12,23,1996,12-23,1,51,1996-12-23,Chicago,-1.11111111111109,-8.88888888888891,-17.2222222222222,-20,-21.1111111111111,-23.3333333333333
1996-12-24,8,0,-7,0,-6,-13,77,67,58,30.35,30.31,30.25,15,13,1,7,3,NA,0,5,,355,12,24,1996,12-24,2,51,1996-12-24,Chicago,-13.3333333333333,-17.7777777777778,-21.6666666666667,-17.7777777777778,-21.1111111111111,-25
1996-12-25,6,3,0,-3,-6,-12,66,63,58,30.16,30.11,30.04,15,11,1,14,11,NA,0,6,Snow,91,12,25,1996,12-25,3,51,1996-12-25,Chicago,-14.4444444444445,-16.1111111111111,-17.7777777777778,-19.4444444444445,-21.1111111111111,-24.4444444444445
1996-12-26,8,2,-5,0,-7,-12,83,66,58,30.17,30.06,29.92,15,14,1,139,14,NA,0,6,,185,12,26,1996,12-26,4,51,1996-12-26,Chicago,-13.3333333333333,-16.6666666666667,-20.5555555555555,-17.7777777777778,-21.6666666666667,-24.4444444444445
1996-12-27,23,18,12,10,9,5,76,64,59,29.74,29.71,29.68,15,15,15,12,9,NA,0,4,,273,12,27,1996,12-27,5,51,1996-12-27,Chicago,-5,-7.77777777777777,-11.1111111111111,-12.2222222222222,-12.7777777777778,-15
1996-12-28,37,26,15,32,16,5,83,68,62,29.96,29.84,29.72,15,15,15,21,12,NA,0,1,,329,12,28,1996,12-28,6,51,1996-12-28,Chicago,2.77777777777777,-3.33333333333331,-9.44444444444446,0,-8.88888888888891,-15
1996-12-29,18,9,0,7,1,-12,68,59,45,30.11,30.09,30.06,15,15,15,9,3,NA,0,1,,82,12,29,1996,12-29,7,52,1996-12-29,Chicago,-7.77777777777777,-12.7777777777778,-17.7777777777778,-13.8888888888889,-17.2222222222222,-24.4444444444445
1996-12-30,33,22,10,28,16,2,88,78,71,30.11,29.98,29.86,15,9,7,12,4,NA,0,5,,351,12,30,1996,12-30,1,52,1996-12-30,Chicago,0.555555555555543,-5.55555555555554,-12.2222222222222,-2.22222222222223,-8.88888888888891,-16.6666666666667
1996-12-31,37,24,12,28,17,5,89,75,70,30.11,30.05,29.94,15,8,2,14,8,NA,0,7,,158,12,31,1996,12-31,2,52,1996-12-31,Chicago,2.77777777777777,-4.44444444444446,-11.1111111111111,-2.22222222222223,-8.33333333333331,-15
1997-1-1,51,40,28,48,36,22,88,78,66,29.84,29.75,29.64,15,15,15,17,2,NA,0,7,,205,1,1,1997,01-01,3,00,1997-01-01,Chicago,10.5555555555555,4.44444444444446,-2.22222222222223,8.88888888888891,2.22222222222223,-5.55555555555554
1997-1-2,66,54,39,42,37,28,85,59,38,29.7,29.65,29.63,15,12,1,9,5,NA,0,5,,250,1,2,1997,01-02,4,00,1997-01-02,Chicago,18.8888888888889,12.2222222222222,3.88888888888891,5.55555555555554,2.77777777777777,-2.22222222222223
1997-1-3,45,38,30,38,34,28,90,75,66,29.64,29.51,29.43,15,12,1,14,5,NA,0,6,Rain,46,1,3,1997,01-03,5,00,1997-01-03,Chicago,7.22222222222223,3.33333333333331,-1.11111111111109,3.33333333333331,1.11111111111109,-2.22222222222223
1997-1-4,37,34,32,32,29,27,87,82,80,29.74,29.59,29.45,15,15,15,43,25,NA,0,8,,320,1,4,1997,01-04,6,00,1997-01-04,Chicago,2.77777777777777,1.11111111111109,0,0,-1.66666666666669,-2.77777777777777
1997-1-5,30,24,17,20,8,2,70,51,33,30.1,30.03,29.96,20,18,15,29,24,34,0,1,,325,1,5,1997,01-05,7,01,1997-01-05,Chicago,-1.11111111111109,-4.44444444444446,-8.33333333333331,-6.66666666666669,-13.3333333333333,-16.6666666666667
1997-1-6,33,20,6,23,15,-2,86,68,59,30.32,30.14,29.96,15,15,15,17,4,NA,0,0,,327,1,6,1997,01-06,1,01,1997-01-06,Chicago,0.555555555555543,-6.66666666666669,-14.4444444444445,-5,-9.44444444444446,-18.8888888888889
1997-1-7,42,27,12,25,15,5,77,60,49,30.15,30.07,30,15,15,15,21,10,NA,0,2,,211,1,7,1997,01-07,2,01,1997-01-07,Chicago,5.55555555555554,-2.77777777777777,-11.1111111111111,-3.88888888888891,-9.44444444444446,-15
1997-1-8,44,34,23,24,18,10,71,53,33,30.01,29.95,29.9,15,15,15,12,5,NA,0,3,,330,1,8,1997,01-08,3,01,1997-01-08,Chicago,6.66666666666669,1.11111111111109,-5,-4.44444444444446,-7.77777777777777,-12.2222222222222
1997-1-9,25,18,12,18,9,-1,74,66,56,29.79,29.77,29.75,15,15,15,40,29,NA,0,3,,320,1,9,1997,01-09,4,01,1997-01-09,Chicago,-3.88888888888891,-7.77777777777777,-11.1111111111111,-7.77777777777777,-12.7777777777778,-18.3333333333333
1997-1-10,3,-4,-11,-7,-14,-20,77,63,50,30.08,30.03,29.96,15,15,15,34,29,NA,0,0,,320,1,10,1997,01-10,5,01,1997-01-10,Chicago,-16.1111111111111,-20,-23.8888888888889,-21.6666666666667,-25.5555555555555,-28.8888888888889
1997-1-11,7,-1,-9,-2,-11,-28,68,58,41,30.32,30.28,30.24,15,15,15,25,18,NA,0,3,,345,1,11,1997,01-11,6,01,1997-01-11,Chicago,-13.8888888888889,-18.3333333333333,-22.7777777777778,-18.8888888888889,-23.8888888888889,-33.3333333333333
1997-1-12,6,-1,-8,-4,-12,-24,76,60,45,30.59,30.55,30.53,20,18,15,21,14,NA,0,5,,338,1,12,1997,01-12,7,02,1997-01-12,Chicago,-14.4444444444445,-18.3333333333333,-22.2222222222222,-20,-24.4444444444445,-31.1111111111111
1997-1-13,16,4,-8,10,0,-12,82,76,61,30.6,30.52,30.44,15,14,1,10,3,NA,0,3,,162,1,13,1997,01-13,1,02,1997-01-13,Chicago,-8.88888888888891,-15.5555555555555,-22.2222222222222,-12.2222222222222,-17.7777777777778,-24.4444444444445
1997-1-14,18,15,12,8,5,2,68,65,58,30.16,30.02,29.88,15,12,7,17,13,NA,0,8,Snow,168,1,14,1997,01-14,2,02,1997-01-14,Chicago,-7.77777777777777,-9.44444444444446,-11.1111111111111,-13.3333333333333,-15,-16.6666666666667
1997-1-15,30,18,7,23,15,0,84,73,65,29.99,29.8,29.7,15,15,15,34,17,48,0,7,,332,1,15,1997,01-15,3,02,1997-01-15,Chicago,-1.11111111111109,-7.77777777777777,-13.8888888888889,-5,-9.44444444444446,-17.7777777777778
1997-1-16,19,7,-5,9,-6,-19,73,59,50,30.52,30.46,30.35,15,15,15,24,15,NA,0,0,,311,1,16,1997,01-16,4,02,1997-01-16,Chicago,-7.22222222222223,-13.8888888888889,-20.5555555555555,-12.7777777777778,-21.1111111111111,-28.3333333333333
1997-1-17,21,6,-8,10,-1,-24,77,62,45,30.36,30.34,30.3,15,15,15,18,6,NA,0,0,,344,1,17,1997,01-17,5,02,1997-01-17,Chicago,-6.11111111111109,-14.4444444444445,-22.2222222222222,-12.2222222222222,-18.3333333333333,-31.1111111111111
1997-1-18,57,37,17,40,29,6,82,64,43,30.04,29.97,29.9,15,15,15,29,8,NA,0,3,,319,1,18,1997,01-18,6,02,1997-01-18,Chicago,13.8888888888889,2.77777777777777,-8.33333333333331,4.44444444444446,-1.66666666666669,-14.4444444444445
1997-1-19,61,42,24,34,28,23,99,69,33,30.13,30.04,29.96,15,15,15,14,4,NA,0,3,,243,1,19,1997,01-19,7,03,1997-01-19,Chicago,16.1111111111111,5.55555555555554,-4.44444444444446,1.11111111111109,-2.22222222222223,-5
1997-1-20,63,42,21,38,28,14,70,53,39,29.9,29.81,29.71,15,15,15,13,4,NA,0,2,,126,1,20,1997,01-20,1,03,1997-01-20,Chicago,17.2222222222222,5.55555555555554,-6.11111111111109,3.33333333333331,-2.22222222222223,-10
1997-1-21,55,44,32,32,27,25,81,56,35,29.65,29.54,29.45,15,15,15,17,6,NA,0,6,,309,1,21,1997,01-21,2,03,1997-01-21,Chicago,12.7777777777778,6.66666666666669,0,0,-2.77777777777777,-3.88888888888891
1997-1-22,30,24,17,25,18,7,80,71,58,30.08,29.97,29.85,15,15,15,23,16,NA,0,5,,334,1,22,1997,01-22,3,03,1997-01-22,Chicago,-1.11111111111109,-4.44444444444446,-8.33333333333331,-3.88888888888891,-7.77777777777777,-13.8888888888889
1997-1-23,24,15,6,20,10,-3,85,75,66,29.98,29.91,29.84,15,14,8,13,10,NA,0,7,,168,1,23,1997,01-23,4,03,1997-01-23,Chicago,-4.44444444444446,-9.44444444444446,-14.4444444444445,-6.66666666666669,-12.2222222222222,-19.4444444444445
1997-1-24,15,10,5,9,4,-4,76,70,61,30.17,30.03,29.9,15,10,1,29,16,NA,0,6,Snow,342,1,24,1997,01-24,5,03,1997-01-24,Chicago,-9.44444444444446,-12.2222222222222,-15,-12.7777777777778,-15.5555555555555,-20
1997-1-25,3,-2,-8,-6,-11,-15,81,61,41,30.3,30.17,30.04,15,15,15,20,9,NA,0,3,,9,1,25,1997,01-25,6,03,1997-01-25,Chicago,-16.1111111111111,-18.8888888888889,-22.2222222222222,-21.1111111111111,-23.8888888888889,-26.1111111111111
1997-1-26,5,0,-5,-8,-12,-15,83,59,43,30.08,30.02,29.95,15,14,8,7,6,NA,0,7,,110,1,26,1997,01-26,7,04,1997-01-26,Chicago,-15,-17.7777777777778,-20.5555555555555,-22.2222222222222,-24.4444444444445,-26.1111111111111
1997-1-27,1,0,-5,-9,-11,-19,61,59,50,30.59,30.48,30.34,15,14,10,29,21,NA,0,2,,331,1,27,1997,01-27,1,04,1997-01-27,Chicago,-17.2222222222222,-17.7777777777778,-20.5555555555555,-22.7777777777778,-23.8888888888889,-28.3333333333333
1997-1-28,28,10,-7,17,8,-18,73,64,59,30.4,30.27,30.14,20,15,12,12,3,NA,0,2,,122,1,28,1997,01-28,2,04,1997-01-28,Chicago,-2.22222222222223,-12.2222222222222,-21.6666666666667,-8.33333333333331,-13.3333333333333,-27.7777777777778
1997-1-29,25,23,12,17,12,5,73,66,60,30.39,30.33,30.25,15,15,12,23,12,NA,0,4,,335,1,29,1997,01-29,3,04,1997-01-29,Chicago,-3.88888888888891,-5,-11.1111111111111,-8.33333333333331,-11.1111111111111,-15
1997-1-30,57,39,21,33,27,16,81,55,38,29.96,29.88,29.79,15,14,1,16,4,NA,0,3,,280,1,30,1997,01-30,4,04,1997-01-30,Chicago,13.8888888888889,3.88888888888891,-6.11111111111109,0.555555555555543,-2.77777777777777,-8.88888888888891
1997-1-31,59,44,30,38,31,25,80,53,39,29.82,29.78,29.76,15,15,15,14,5,NA,0,6,,312,1,31,1997,01-31,5,04,1997-01-31,Chicago,15,6.66666666666669,-1.11111111111109,3.33333333333331,-0.555555555555543,-3.88888888888891
1997-2-1,53,45,37,32,28,24,70,50,37,29.96,29.89,29.85,15,15,15,17,12,NA,0,6,,340,2,1,1997,02-01,6,04,1997-02-01,Chicago,11.6666666666667,7.22222222222223,2.77777777777777,0,-2.22222222222223,-4.44444444444446
1997-2-2,45,34,24,34,28,18,79,70,62,30.15,30.12,30.1,15,15,15,10,3,NA,0,6,,146,2,2,1997,02-02,7,05,1997-02-02,Chicago,7.22222222222223,1.11111111111109,-4.44444444444446,1.11111111111109,-2.22222222222223,-7.77777777777777
1997-2-3,33,32,32,31,30,28,95,88,81,30.05,29.99,29.93,10,5,0,12,8,NA,0,8,Snow,130,2,3,1997,02-03,1,05,1997-02-03,Chicago,0.555555555555543,0,0,-0.555555555555543,-1.11111111111109,-2.22222222222223
1997-2-4,28,26,23,25,23,18,90,87,78,30.35,30.23,30.12,10,9,1,29,18,NA,0,7,Snow,325,2,4,1997,02-04,2,05,1997-02-04,Chicago,-2.22222222222223,-3.33333333333331,-5,-3.88888888888891,-5,-7.77777777777777
1997-2-5,26,22,18,22,17,12,89,80,72,30.45,30.41,30.35,15,10,8,12,8,NA,0,8,,314,2,5,1997,02-05,3,05,1997-02-05,Chicago,-3.33333333333331,-5.55555555555554,-7.77777777777777,-5.55555555555554,-8.33333333333331,-11.1111111111111
1997-2-6,28,22,17,26,20,14,90,86,81,30.62,30.27,30.19,5,2,0,6,1,NA,0,8,Snow,256,2,6,1997,02-06,4,05,1997-02-06,Chicago,-2.22222222222223,-5.55555555555554,-8.33333333333331,-3.33333333333331,-6.66666666666669,-10
1997-2-7,25,21,17,21,16,13,86,83,77,30.36,30.34,30.3,8,6,3,14,11,NA,0,8,Snow,351,2,7,1997,02-07,5,05,1997-02-07,Chicago,-3.88888888888891,-6.11111111111109,-8.33333333333331,-6.11111111111109,-8.88888888888891,-10.5555555555555
1997-2-8,27,22,16,24,18,10,88,83,77,30.36,30.32,30.26,8,8,8,12,6,NA,0,8,,164,2,8,1997,02-08,6,05,1997-02-08,Chicago,-2.77777777777777,-5.55555555555554,-8.88888888888891,-4.44444444444446,-7.77777777777777,-12.2222222222222
1997-2-9,25,24,19,22,19,14,93,85,79,30.15,30.14,30.11,8,4,2,12,6,NA,0,8,,247,2,9,1997,02-09,7,06,1997-02-09,Chicago,-3.88888888888891,-4.44444444444446,-7.22222222222223,-5.55555555555554,-7.22222222222223,-10
1997-2-10,24,22,19,20,18,15,89,83,81,30.31,30.28,30.24,8,8,8,23,17,NA,0,8,,339,2,10,1997,02-10,1,06,1997-02-10,Chicago,-4.44444444444446,-5.55555555555554,-7.22222222222223,-6.66666666666669,-7.77777777777777,-9.44444444444446
1997-2-11,34,26,19,32,24,14,100,85,73,30.15,30.07,30.05,15,10,8,25,15,NA,0,7,,291,2,11,1997,02-11,2,06,1997-02-11,Chicago,1.11111111111109,-3.33333333333331,-7.22222222222223,0,-4.44444444444446,-10
1997-2-12,21,16,12,15,10,5,81,74,67,30.29,30.2,30.12,15,13,5,23,7,NA,0,7,,152,2,12,1997,02-12,3,06,1997-02-12,Chicago,-6.11111111111109,-8.88888888888891,-11.1111111111111,-9.44444444444446,-12.2222222222222,-15
1997-2-13,35,26,18,30,21,12,93,84,77,30.12,30.07,30.01,15,6,0,14,10,NA,0,7,Snow,221,2,13,1997,02-13,4,06,1997-02-13,Chicago,1.66666666666669,-3.33333333333331,-7.77777777777777,-1.11111111111109,-6.11111111111109,-11.1111111111111
1997-2-14,39,27,15,28,23,6,79,68,62,30.18,30.16,30.12,15,15,15,12,5,NA,0,3,,20,2,14,1997,02-14,5,06,1997-02-14,Chicago,3.88888888888891,-2.77777777777777,-9.44444444444446,-2.22222222222223,-5,-14.4444444444445
1997-2-15,41,32,24,31,27,20,90,71,59,30.15,30,29.94,15,13,5,31,11,NA,0,6,Snow,275,2,15,1997,02-15,6,06,1997-02-15,Chicago,5,0,-4.44444444444446,-0.555555555555543,-2.77777777777777,-6.66666666666669
1997-2-16,50,36,21,30,23,17,83,71,40,30.3,30.23,30.14,15,10,2,16,9,NA,0,5,,154,2,16,1997,02-16,7,07,1997-02-16,Chicago,10,2.22222222222223,-6.11111111111109,-1.11111111111109,-5,-8.33333333333331
1997-2-17,55,42,30,34,31,25,80,57,42,29.9,29.82,29.71,15,15,15,12,2,NA,0,4,,150,2,17,1997,02-17,1,07,1997-02-17,Chicago,12.7777777777778,5.55555555555554,-1.11111111111109,1.11111111111109,-0.555555555555543,-3.88888888888891
1997-2-18,55,42,30,36,31,27,86,56,42,30.04,29.88,29.76,15,15,12,23,8,NA,0,2,,342,2,18,1997,02-18,2,07,1997-02-18,Chicago,12.7777777777778,5.55555555555554,-1.11111111111109,2.22222222222223,-0.555555555555543,-2.77777777777777
1997-2-19,51,38,25,28,25,22,89,55,40,30.21,30.12,29.96,15,15,15,25,8,NA,0,2,,200,2,19,1997,02-19,3,07,1997-02-19,Chicago,10.5555555555555,3.33333333333331,-3.88888888888891,-2.22222222222223,-3.88888888888891,-5.55555555555554
1997-2-20,51,44,37,30,29,27,75,54,40,29.88,29.85,29.82,15,15,15,23,14,NA,0,5,,334,2,20,1997,02-20,4,07,1997-02-20,Chicago,10.5555555555555,6.66666666666669,2.77777777777777,-1.11111111111109,-1.66666666666669,-2.77777777777777
1997-2-21,35,32,30,24,24,23,78,70,64,30.13,30.07,29.98,15,15,15,23,21,NA,0,6,,354,2,21,1997,02-21,5,07,1997-02-21,Chicago,1.66666666666669,0,-1.11111111111109,-4.44444444444446,-4.44444444444446,-5
1997-2-22,48,42,34,32,24,20,89,51,33,30.2,30.15,30.12,20,19,15,23,15,NA,0,4,,297,2,22,1997,02-22,6,07,1997-02-22,Chicago,8.88888888888891,5.55555555555554,1.11111111111109,0,-4.44444444444446,-6.66666666666669
1997-2-23,30,22,14,22,16,8,75,69,59,30.55,30.51,30.47,15,12,0,12,8,NA,0,5,,326,2,23,1997,02-23,7,08,1997-02-23,Chicago,-1.11111111111109,-5.55555555555554,-10,-5.55555555555554,-8.88888888888891,-13.3333333333333
1997-2-24,37,28,18,27,20,12,81,68,51,30.65,30.56,30.44,15,12,1,12,3,NA,0,3,,328,2,24,1997,02-24,1,08,1997-02-24,Chicago,2.77777777777777,-2.22222222222223,-7.77777777777777,-2.77777777777777,-6.66666666666669,-11.1111111111111
1997-2-25,46,32,19,26,19,11,67,50,31,30.17,30.02,29.85,15,15,15,24,15,NA,0,1,,217,2,25,1997,02-25,2,08,1997-02-25,Chicago,7.77777777777777,0,-7.22222222222223,-3.33333333333331,-7.22222222222223,-11.6666666666667
1997-2-26,33,30,27,26,24,22,92,77,72,29.84,29.8,29.76,15,15,15,23,21,NA,0,7,,5,2,26,1997,02-26,3,08,1997-02-26,Chicago,0.555555555555543,-1.11111111111109,-2.77777777777777,-3.33333333333331,-4.44444444444446,-5.55555555555554
1997-2-27,37,28,18,25,19,8,80,62,47,29.82,29.75,29.69,15,15,15,23,9,NA,0,2,,165,2,27,1997,02-27,4,08,1997-02-27,Chicago,2.77777777777777,-2.22222222222223,-7.77777777777777,-3.88888888888891,-7.22222222222223,-13.3333333333333
1997-2-28,42,37,32,40,34,30,100,91,77,29.6,29.59,29.55,15,4,0,63,14,NA,0,8,,160,2,28,1997,02-28,5,08,1997-02-28,Chicago,5.55555555555554,2.77777777777777,0,4.44444444444446,1.11111111111109,-1.11111111111109
1997-3-1,39,31,23,26,22,18,80,66,54,29.98,29.94,29.88,15,15,15,18,13,NA,0,2,,319,3,1,1997,03-01,6,08,1997-03-01,Chicago,3.88888888888891,-0.555555555555543,-5,-3.33333333333331,-5.55555555555554,-7.77777777777777
1997-3-2,50,40,30,39,29,25,80,61,39,29.99,29.92,29.83,15,14,1,24,9,NA,0,5,,188,3,2,1997,03-02,7,09,1997-03-02,Chicago,10,4.44444444444446,-1.11111111111109,3.88888888888891,-1.66666666666669,-3.88888888888891
1997-3-3,53,44,34,32,27,25,73,56,43,29.75,29.7,29.61,15,14,1,29,16,45,0,4,,213,3,3,1997,03-03,1,09,1997-03-03,Chicago,11.6666666666667,6.66666666666669,1.11111111111109,0,-2.77777777777777,-3.88888888888891
1997-3-4,30,24,17,15,13,11,77,63,50,30.16,30.12,30.06,15,15,15,23,21,NA,0,5,,348,3,4,1997,03-04,2,09,1997-03-04,Chicago,-1.11111111111109,-4.44444444444446,-8.33333333333331,-9.44444444444446,-10.5555555555555,-11.6666666666667
1997-3-5,46,28,10,25,19,2,73,54,37,30.22,30.19,30.14,15,15,15,22,8,NA,0,1,,269,3,5,1997,03-05,3,09,1997-03-05,Chicago,7.77777777777777,-2.22222222222223,-12.2222222222222,-3.88888888888891,-7.22222222222223,-16.6666666666667
1997-3-6,39,27,15,23,15,6,69,53,34,30.35,30.17,29.94,15,15,15,14,5,NA,0,3,,141,3,6,1997,03-06,4,09,1997-03-06,Chicago,3.88888888888891,-2.77777777777777,-9.44444444444446,-5,-9.44444444444446,-14.4444444444445
1997-3-7,57,36,15,30,19,6,68,42,29,30.01,29.95,29.88,15,15,15,23,9,NA,0,1,,325,3,7,1997,03-07,5,09,1997-03-07,Chicago,13.8888888888889,2.22222222222223,-9.44444444444446,-1.11111111111109,-7.22222222222223,-14.4444444444445
1997-3-8,64,45,26,39,31,20,78,45,26,30.06,29.97,29.84,15,15,15,24,11,NA,0,3,,179,3,8,1997,03-08,6,09,1997-03-08,Chicago,17.7777777777778,7.22222222222223,-3.33333333333331,3.88888888888891,-0.555555555555543,-6.66666666666669
1997-3-9,55,44,34,28,27,25,73,43,35,30.29,30.23,30.16,15,15,15,23,14,NA,0,0,,311,3,9,1997,03-09,7,10,1997-03-09,Chicago,12.7777777777778,6.66666666666669,1.11111111111109,-2.22222222222223,-2.77777777777777,-3.88888888888891
1997-3-10,70,52,34,41,34,23,67,43,31,29.94,29.91,29.87,15,15,15,17,6,NA,0,2,,310,3,10,1997,03-10,1,10,1997-03-10,Chicago,21.1111111111111,11.1111111111111,1.11111111111109,5,1.11111111111109,-5
1997-3-11,57,44,32,37,27,19,63,45,37,30.21,30.14,30.05,15,14,1,17,6,NA,0,2,,144,3,11,1997,03-11,2,10,1997-03-11,Chicago,13.8888888888889,6.66666666666669,0,2.77777777777777,-2.77777777777777,-7.22222222222223
1997-3-12,46,40,33,32,29,25,75,66,55,30.01,29.98,29.93,15,13,6,14,10,NA,0,7,,73,3,12,1997,03-12,3,10,1997-03-12,Chicago,7.77777777777777,4.44444444444446,0.555555555555543,0,-1.66666666666669,-3.88888888888891
1997-3-13,34,28,19,31,25,11,90,79,65,30.16,30.01,29.91,15,12,3,39,22,34,0,7,,348,3,13,1997,03-13,4,10,1997-03-13,Chicago,1.11111111111109,-2.22222222222223,-7.22222222222223,-0.555555555555543,-3.88888888888891,-11.6666666666667
1997-3-14,26,17,8,15,8,0,71,64,57,30.41,30.36,30.34,15,15,15,23,19,NA,0,2,,330,3,14,1997,03-14,5,10,1997-03-14,Chicago,-3.33333333333331,-8.33333333333331,-13.3333333333333,-9.44444444444446,-13.3333333333333,-17.7777777777778
1997-3-15,34,26,18,20,15,11,79,59,45,30.4,30.33,30.24,20,15,3,23,15,26,0,5,Snow,213,3,15,1997,03-15,6,10,1997-03-15,Chicago,1.11111111111109,-3.33333333333331,-7.77777777777777,-6.66666666666669,-9.44444444444446,-11.6666666666667
1997-3-16,60,44,28,30,24,19,73,43,30,29.98,29.85,29.77,20,16,15,24,19,34,0,7,,188,3,16,1997,03-16,7,11,1997-03-16,Chicago,15.5555555555555,6.66666666666669,-2.22222222222223,-1.11111111111109,-4.44444444444446,-7.22222222222223
1997-3-17,52,44,36,34,28,24,66,48,37,30.02,29.95,29.86,18,14,8,17,10,NA,0,7,,356,3,17,1997,03-17,1,11,1997-03-17,Chicago,11.1111111111111,6.66666666666669,2.22222222222223,1.11111111111109,-2.22222222222223,-4.44444444444446
1997-3-18,39,32,24,28,24,19,89,76,61,30.46,30.42,30.34,15,14,8,24,20,NA,0,6,,356,3,18,1997,03-18,2,11,1997-03-18,Chicago,3.88888888888891,0,-4.44444444444446,-2.22222222222223,-4.44444444444446,-7.22222222222223
1997-3-19,78,51,24,43,33,16,72,44,22,30.25,30.13,30,15,15,15,23,9,NA,0,0,,285,3,19,1997,03-19,3,11,1997-03-19,Chicago,25.5555555555555,10.5555555555555,-4.44444444444446,6.11111111111109,0.555555555555543,-8.88888888888891
1997-3-20,84,58,32,31,24,17,88,30,8,30.05,29.93,29.76,15,15,15,23,7,NA,0,3,,206,3,20,1997,03-20,4,11,1997-03-20,Chicago,28.8888888888889,14.4444444444445,0,-0.555555555555543,-4.44444444444446,-8.33333333333331
1997-3-21,60,54,48,30,28,25,43,35,31,30.05,29.97,29.86,15,15,15,34,26,NA,0,4,,347,3,21,1997,03-21,5,11,1997-03-21,Chicago,15.5555555555555,12.2222222222222,8.88888888888891,-1.11111111111109,-2.22222222222223,-3.88888888888891
1997-3-22,71,46,21,43,34,15,76,53,36,30.15,30.06,29.95,15,15,15,29,11,NA,0,1,,234,3,22,1997,03-22,6,11,1997-03-22,Chicago,21.6666666666667,7.77777777777777,-6.11111111111109,6.11111111111109,1.11111111111109,-9.44444444444446
1997-3-23,50,38,26,30,25,22,90,53,35,30.18,30.05,29.93,15,13,0,15,9,NA,0,5,Fog,119,3,23,1997,03-23,7,12,1997-03-23,Chicago,10,3.33333333333331,-3.33333333333331,-1.11111111111109,-3.88888888888891,-5.55555555555554
1997-3-24,52,46,39,29,27,24,62,50,37,29.93,29.77,29.64,15,14,12,34,16,34,0,5,,351,3,24,1997,03-24,1,12,1997-03-24,Chicago,11.1111111111111,7.77777777777777,3.88888888888891,-1.66666666666669,-2.77777777777777,-4.44444444444446
1997-3-25,57,42,28,37,25,20,70,44,24,30.16,30.12,30.08,15,14,1,23,14,NA,0,0,,326,3,25,1997,03-25,2,12,1997-03-25,Chicago,13.8888888888889,5.55555555555554,-2.22222222222223,2.77777777777777,-3.88888888888891,-6.66666666666669
1997-3-26,78,53,28,42,32,19,68,38,20,30.03,29.95,29.85,15,14,1,17,6,NA,0,0,,244,3,26,1997,03-26,3,12,1997-03-26,Chicago,25.5555555555555,11.6666666666667,-2.22222222222223,5.55555555555554,0,-7.22222222222223
1997-3-27,77,60,42,40,34,27,53,34,25,29.63,29.47,29.32,15,15,15,31,17,NA,0,2,,193,3,27,1997,03-27,4,12,1997-03-27,Chicago,25,15.5555555555555,5.55555555555554,4.44444444444446,1.11111111111109,-2.77777777777777
1997-3-28,52,43,34,32,30,29,91,65,42,29.75,29.69,29.63,15,13,8,34,28,NA,0,7,Rain,322,3,28,1997,03-28,5,12,1997-03-28,Chicago,11.1111111111111,6.11111111111109,1.11111111111109,0,-1.11111111111109,-1.66666666666669
1997-3-29,46,41,36,40,34,28,91,77,61,30.06,30.03,30,15,12,1,13,9,NA,0,7,Rain,292,3,29,1997,03-29,6,12,1997-03-29,Chicago,7.77777777777777,5,2.22222222222223,4.44444444444446,1.11111111111109,-2.22222222222223
1997-3-30,60,44,28,33,30,22,78,46,35,30.2,30.15,30.1,15,15,15,17,6,NA,0,2,,264,3,30,1997,03-30,7,13,1997-03-30,Chicago,15.5555555555555,6.66666666666669,-2.22222222222223,0.555555555555543,-1.11111111111109,-5.55555555555554
